check_group,ASIN,Family,30d Sales,Why Medium,original_title,new_title,title_chars,item_highlights,status,notes,JOVELOVE_VERDICT,proposed title/correction,item highlights
3-RANDOM_SAMPLE_GENERAL,B0H4NKVP7F,General Magnet,10.99,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Breast Cancer Awareness Pink Mandala Survivor Ribbon Magnet Decal, 3.5x7 Inches, 2 Pack Automotive Magnet f",Breast Cancer Pink Mandala Survivor Ribbon Car Magnet 3.5x7 in 2 Pack,69,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
3-RANDOM_SAMPLE_GENERAL,B0GYQ7S6DV,General Magnet,8.99,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up Trauma Nurse Car Magnet - 5"" x 5"" Heart Shaped Magnetic Decal for Cars and Lockers, Ideal Accessory Gift fo","Trauma Nurse Locker Magnet 5x5 Inch, Heart, Made in USA",48,"Heavy duty magnet, full color UV printed, made to order",MATCHED,,,,"Heavy-duty magnet, full-color UV printed, Accessory Gift for Health Workers"
3-RANDOM_SAMPLE_GENERAL,B0FXHQ4NJB,General Magnet,8.99,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up I'd Rather Be Watching Paranormal Television, Party Favors Magnetic Decal, 3x8 Inches, Halloween Car Magnet","I'd Rather Be Watching Paranormal Television Car Magnet 3x8 Inch, USA Made",74,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,ok,,
3-RANDOM_SAMPLE_GENERAL,B0FHSNN964,General Magnet,8.99,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up Oklahoma State Magnet 6x4 Inches, Collectible US State Shape Fridge Magnet, Durable Full-Color UV Vinyl, Tr","Oklahoma State Fridge Magnet 6x4 Inch, Made in USA",50,"Heavy duty magnet, full color UV printed, made to order",MATCHED,,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, collectible US State shape, travel gift"
3-RANDOM_SAMPLE_GENERAL,B0DW19FQLX,General Magnet,8.99,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up I Love My Chicken Car Magnet Decal, Farm Animal, 4x6 Inches, Funny Magnet, Chicken Car Decal, Car Accessori","I Love My Chicken Car Magnet 4x6 Inch, Funny Gift, Made in USA",62,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,"I Love My Chicken Car Magnet 4x6 Inch Oval, Funny Gift, Made in USA","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
3-RANDOM_SAMPLE_GENERAL,B07236TYZF,General Magnet,8.99,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up 10K Marathon Inverted Black Oval Magnet Decal, 4x6 Inches, Heavy Duty Automotive Magnet for Car Truck SUV",10K Marathon Inverted Black Oval Car Magnet 4x6 Inch,52,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,"10K Marathon Inverted Black Oval Car Magnet 4x6 Inch, Made in USA","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, runners gift"
3-RANDOM_SAMPLE_GENERAL,B0FHXSKLSM,General Magnet,8.99,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Forbidden City Magnet Decal 5"" Round, Imperial Beijing Landmark Souvenir, Automotive Magnet for Car, Truck,","Forbidden City Car Magnet 5 Inch, Made in USA",45,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,"Forbidden City Car Magnet 5 Inch Round, Made in USA","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, souvenir gift"
3-RANDOM_SAMPLE_GENERAL,B0FHRNDZSY,General Magnet,7.99,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Back Hair Waxing Club Magnet 5"" Funny Car Magnet for Adults Monthly Unlimited Membership Gag Hilarious Magn","Back Hair Waxing Club Car Magnet 5 Inch, Funny Gift, Made in USA",64,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,"Back Hair Waxing Club Car Magnet 5 Inch Round, Funny Gift, Made in USA",
3-RANDOM_SAMPLE_GENERAL,B0G976CHBP,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; design name trimmed to fit 75","Magnet Me Up Just Pass Me This is As Fast As It Gets Funny Hamster Car Magnet - 3x8 Inch Magnetic Decal for Cars, Trucks","Just Pass Me This is As Fast As It Gets Car Magnet 3x8 Inch, Funny Gift",71,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,,"Heavy-duty magnetic decal, truck, SUV, fridge, or any magnetic surface, made in USA"
3-RANDOM_SAMPLE_GENERAL,B0F8RCHHM7,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up Alabama State Magnet - Full-Color Vinyl State Magnetic Decal, Die-Cut Shape, 6x4 Inches, Collectible Souven","Alabama State Fridge Magnet 6x4 Inch, Made in USA",49,"Heavy duty magnet, full color UV printed, made to order",MATCHED,,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, collectible US State shape, travel gift"
3-RANDOM_SAMPLE_GENERAL,B0H2JVKF1W,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Custom Football Helmet Magnet, 9""x10"", Personalized Football Player Name, Number, and Logo, Custom Team Hel","Custom Football Helmet Magnet 9x10 Inch, Made in USA",52,"Heavy duty magnet, full color UV printed, made to order",MATCHED,,,,"Heavy-duty magnet, full-color UV printed, made to order -  personalized with player name, number, and logo"
3-RANDOM_SAMPLE_GENERAL,B0FK7FNJ2G,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up New York State Magnet - 3.7x5 Inch, Collectible US State-Shaped Fridge Magnet, Full-Color UV Printed Vinyl","New York State Fridge Magnet 3.7x5 Inch, Made in USA",52,"Heavy duty magnet, full color UV printed, made to order",MATCHED,,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, collectible US State shape, travel gift"
3-RANDOM_SAMPLE_GENERAL,B0CLFMMRXM,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; design name trimmed to fit 75","13.1 Half Marathon Inverted Black Oval Runner Adhesive Decal Sticker, 2 Pack, 5.5x3.5 Inch, Heavy Duty Adhesion to Car W",13.1 Half Marathon Inverted Black Oval Car Magnet 5.5x3.5 Inch 2 Pack,69,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,"13.1 Half Marathon Inverted Black Oval Decal Stickers, 5.5x3.5 Inch 2 Pack","Heavy-duty decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
3-RANDOM_SAMPLE_GENERAL,B07JCFR7V1,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up Soccer Mom Sports Oval Car Magnet, Pink Magnetic Decal, 4x6 Inches, 2 Pack, Heavy Duty UV-Printed Vinyl- We","Soccer Mom Sports Oval Locker Magnet 4x6 Inch 2 Pack, Made in USA",65,"Heavy duty magnet, full color UV printed, made to order",MATCHED,,,"Soccer Mom Sports Oval Car Magnet 4x6 Inch 2 Pack, Pink, Made in USA","Heavy-duty magnetic decal, truck, SUV, fridge, or any magnetic surface, made in USA"
3-RANDOM_SAMPLE_GENERAL,B01N34X8D8,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up I Love Nevada, It's Where I Call Home US State Magnet Decal, 3x8 Inches Heavy Duty Automotive Magnet for Ca",I Love Nevada Car Magnet 3x8 Inch,33,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
3-RANDOM_SAMPLE_GENERAL,B0C7J68W1K,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up SUCC It Up Cute Funny Plant Succulent Magnet Decal, 5 inches, Heavy Duty Automotive Magnet for Car Truck SU","SUCC It Up Cute Funny Plant Succulent Car Magnet 5 Inch, Funny Gift",67,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
3-RANDOM_SAMPLE_GENERAL,B0FH7NLLHF,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Sunny Cheeks Nude Beach Volleyball League Magnet - 5"" Round Funny Car Magnet Adult Humor Magnetic Car Decal","Sunny Cheeks Nude Beach Volleyball League Car Magnet 5 Inch, Funny Gift",71,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,Sunny Cheeks Nude Beach Volleyball League Car Magnet 5 Inch Round,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
3-RANDOM_SAMPLE_GENERAL,B0H4WJ7L4P,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up Bone Cancer Fighter Magnet - Yellow Ribbon Magnetic Decal for Cars - 3.5x7 Inches, 2 Pack Durable UV-Printe","Bone Cancer Fighter Locker Magnet 3.5x7 Inch 2 Pack, Made in USA",64,"Heavy duty magnet, full color UV printed, made to order",MATCHED,,,"Bone Cancer Fighter Car Magnet 3.5x7 Inch 2 Pack, Yellow Ribbon","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
3-RANDOM_SAMPLE_GENERAL,B01N11XF8C,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up I Love New York, It's Where I Call Home US State Magnet Decal, 3x8 Inches Heavy Duty Automotive Magnet for",I Love New York Car Magnet 3x8 Inch,35,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
3-RANDOM_SAMPLE_GENERAL,B0DCGW5K99,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Corrected Title: Magnet Me Up Kamala Harris Waltz 2024 Car Magnet 4x6 Inch Oval, Magnetic Decal for Election Support, Ha","Corrected Title: Car Magnet 4x6 Inch, Made in USA",49,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,"Kamala Harris Waltz 2024 Car Magnet 4x6 Inch Oval, Election","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, political, mad in USA"
3-RANDOM_SAMPLE_GENERAL,B0DGVBZN9T,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Kamala Harris Waltz 2024 Election Magnetic Decal, for The People, 4x6 Inch, 2 Pack, Harris for President, H",People Kamala Harris Waltz 2024 Election Car Magnet 4x6 Inch 2 Pack,67,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,,"for the People, heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
3-RANDOM_SAMPLE_GENERAL,B076JKYRY2,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up 5K Marathon Black Stencil Oval Magnet Decal, 4x6 Inches, Heavy Duty Automotive Magnet for Car Truck SUV",5K Marathon Black Stencil Oval Car Magnet 4x6 Inch,50,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, runners gift"
3-RANDOM_SAMPLE_GENERAL,B0F257VKSD,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up Wild Horse Kick Funny Magnetic Decal, 5 Inch Pink Unicorn Twist, UV Printed Vinyl – Durable, Weatherproof S","Wild Horse Kick Funny Car Magnet 5 Inch, Funny Gift, Made in USA",64,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,"Wild Horse Kick Funny Car Magnet 5 Inch, Funny Gift, Pink Unicorn","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
3-RANDOM_SAMPLE_GENERAL,B0FZLTZD5R,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up Trump 2028 Car Magnet, 4x6 Inches, Election 2028 Magnetic Decal, Durable UV Printed Vinyl, Weatherproof, Fu","Trump 2028 Car Magnet 4x6 Inch, Made in USA",43,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,"Trump 2028 Election Car Magnet 4x6 Inch, Made in USA","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
3-RANDOM_SAMPLE_GENERAL,B0H76XS1PR,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Josh Shapiro Democrat Supporter Car Magnet 4""x6"" Brush Stroke Oval Political Campaign Magnetic Decal for Ca","Josh Shapiro Democrat Supporter Car Magnet 4x6 Inch, Made in USA",64,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",MATCHED,,,"Josh Shapiro Democrat Supporter Election Car Magnet 4x6 Inch, Made in USA","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
3-RANDOM_SAMPLE_GENERAL,B0F3W996TR,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up Hands Off Social Security Magnet - 5 inch Round, UV Printed Political Protest Magnetic Decal for Cars, Lock","Hands Off Social Security Locker Magnet 5 Inch, Made in USA",59,"Heavy duty magnet, full color UV printed, made to order",MATCHED,,,"Hands Off Social Security Car Magnet 5 Inch Round, Made in USA","Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
4-EXCLUDED_RULE_VIOLATION,B0F6TQ3PW7,General Magnet,44.95,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up - It's Okay Not to be Okay! Mental Health Awareness Magnet - 3.5x7 Inches, Green Ribbon Magnetic Decal, Loc",- It's Okay Not to be Okay! Mental Health Awareness Locker Magnet 3.5x7 in,74,"Heavy duty magnet, full color UV printed, made to order",SKIPPED_VALIDATION,prohibited chars in title: !,,It's Okay Not to be Okay! Mental Health Awareness Ribbon Magnet 3.5x7 in,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
4-EXCLUDED_RULE_VIOLATION,B0CXYVBXLR,General Magnet,17.98,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Duck that! Crazy Cute Duck Magnet Decal, 6x4 Inches, Heavy Duty Automotive for Car, Truck, Refrigerator, Or","Duck that! Crazy Cute Duck Car Magnet 6x4 Inch, Funny Gift, Made in USA",71,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,ok,
4-EXCLUDED_RULE_VIOLATION,B0CXYPZK13,General Magnet,11.99,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Duck This and Duck That Crazy Cute Duck Magnet Decal, 2 Pack, 5 Inch, Heavy Duty Auto Mag for Car, Truck, R","Duck This and Duck That Crazy Cute Duck Car Magnet 5 in 2 Pack, Funny Gift",74,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,word repeated \>2x: duck,,,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
4-EXCLUDED_RULE_VIOLATION,B0CWSBJY9G,General Magnet,8.99,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Back Off! I'm Anxious Magnet Decal, 5 inch Round, Heavy Duty for Car, Truck, SUV, Or Any Other Magnetic Sur","Back Off! I'm Anxious Car Magnet 5 Inch, Funny Gift, Made in USA",64,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,ok,
4-EXCLUDED_RULE_VIOLATION,B076JFRYV1,General Magnet,8.99,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Skull Boo! Oval Magnet Decal, 4x6 Inches, Heavy Duty Automotive Magnet for Car Truck SUV",Skull Boo! Oval Car Magnet 4x6 Inch,35,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
4-EXCLUDED_RULE_VIOLATION,B0GY5DG36W,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up My Other Car is Also A Car 3x8 Inches Funny Car Magnet - Humor Accessory Magnetic Decal for Cars, Trucks &","My Other Car is Also A Car Funny Car Magnet 3x8 Inch, Funny Gift, USA Made",74,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,word repeated \>2x: car,,ok,
4-EXCLUDED_RULE_VIOLATION,B0GDS9NKD3,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up Remember When I Asked for Your Opinion? 5x5 Inch Funny Car Magnet Humorous Vehicle, Magnetic Decal for Cars","Remember When I Asked for Your Opinion? Funny Car Magnet 5x5 in, Funny Gift",75,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: ?,,,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
4-EXCLUDED_RULE_VIOLATION,B07BL35Q5M,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; some original keywords not carried over","Magnet Me Up You are More Awesome Than You Realize! Magnet Decal, 4x4 Inches, Perfect for Refrigerator, Dishwasher or An","You are More Awesome Than You Realize! Dishwasher Magnet 4x4 Inch, USA Made",75,"Heavy duty magnet, full color UV printed, made to order",SKIPPED_VALIDATION,prohibited chars in title: !,,,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface"
4-EXCLUDED_RULE_VIOLATION,B07932LRHG,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up I'm Awesome! Just Saying Oval Magnet Decal, 4x6 Inches, Heavy Duty Automotive Magnet for Car Truck",I'm Awesome! Just Saying Oval Car Magnet 4x6 Inch,49,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
4-EXCLUDED_RULE_VIOLATION,B0H4WNZ57F,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; design name trimmed to fit 75; some original keywords not carried over","Magnet Me Up - It's Okay Not to be Okay! Mental Health Awareness Magnet - 3.5x7 Inches, 2 Pack Green Ribbon Magnetic Dec",- It's Okay Not to be Okay! Mental Health Locker Magnet 3.5x7 Inch 2 Pack,73,"Heavy duty magnet, full color UV printed, made to order",SKIPPED_VALIDATION,prohibited chars in title: !,,It's Okay Not to be Okay! Mental Health Ribbon Magnet 3.5x7 Inch 2 Pack,"Heavy-duty magnet, full-color UV printed, awareness, Made in USA"
4-EXCLUDED_RULE_VIOLATION,B0DMQKV8HY,Photo Magnet,0,no size detected in original title,"Magnet Me Up Custom Photo Strip Frame Magnet Decal, Customizable Photo Booth Picture Frame Fridge (Die Cut)","Custom Photo Magnet, Photo Booth, Add Photo & Text",50,"Personalized picture refrigerator magnet, full color UV printed durable vinyl, keepsake gift",SKIPPED_VALIDATION,word repeated \>2x: photo,,,
4-EXCLUDED_RULE_VIOLATION,B0CZSFHRZX,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Kennedy 2024 Robert F. Kennedy, Jr. Democratic Political Party 2024 Adhesive Decal Sticker, 5 Pack, 5.5x3.5 Inch, Heavy","Kennedy 2024 Robert F. Kennedy Car Magnet 5.5x3.5 Inch 5 Pack, Made in USA",74,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,word repeated \>2x: 5,,Kennedy 2024 Election Adhesive Decal Stickers 5.5x3.5 Inch 5 Pack,"Heavy-duty decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
4-EXCLUDED_RULE_VIOLATION,B01MS8VAW0,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Keep America Great! Trump Republican Political Magnet Decal, 3x8 Inches, Heavy Duty Automotive Magnet for C",Keep America ! Trump Republican Political Car Magnet 3x8 Inch,61,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
4-EXCLUDED_RULE_VIOLATION,B0CXYQHNC1,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Duck This! Crazy Cute Duck Magnet Decal, 6x4 Inches, Heavy Duty Automotive for Car, Truck, Refrigerator, Or","Duck This! Crazy Cute Duck Car Magnet 6x4 Inch, Funny Gift, Made in USA",71,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, Made in USA"
4-EXCLUDED_RULE_VIOLATION,B0D47ZLMN9,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Keep Back! Karen On Board Magnet Decal, No Tailgating, 5x5 Inch, Funny Joke Gag Gift, Vehicle Safety, Autom","Keep Back! Karen On Board Car Magnet 5x5 Inch, Funny Gift, Made in USA",70,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,ok,
4-EXCLUDED_RULE_VIOLATION,B0CZS8TNTJ,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; design name trimmed to fit 75","Trump 2024 Donald Trump Republican Political Party 2024 Adhesive Decal Sticker, 5 Pack, 5.5x3.5 Inch, Heavy Duty Adhesio",Trump 2024 Donald Trump Republican Political Car Magnet 5.5x3.5 Inch 5 Pack,75,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,word repeated \>2x: 5,,"Trump 2024 Donald Republican Political Stickers, 5.5 x 3.5 Inch 5 Pack","Heavy-duty decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
4-EXCLUDED_RULE_VIOLATION,B0DQ2C76WC,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Where My Ho's at? Car Christmas Magnet, 5x4.5 Inch, Festive Holiday Car or Fridge Decoration, Funny Idea, C","Where My Ho's at? Car Christmas Car Magnet 5x4.5 Inch, Funny Gift, USA Made",75,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: ?,,"Where My Ho's at? Christmas Car Magnet 5x4.5 Inch, Funny Gift, USA Made","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
4-EXCLUDED_RULE_VIOLATION,B076JJZ29Q,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Grim Reaper Boo! Oval Magnet Decal, 4x6 Inches, Heavy Duty Automotive Magnet for Car Truck SUV",Grim Reaper Boo! Oval Car Magnet 4x6 Inch,41,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
4-EXCLUDED_RULE_VIOLATION,B076R9WPV1,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Honk Again I'm Reloading! Magnet Decal, 3x8 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Honk Again I'm Reloading! Car Magnet 3x8 Inch,45,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
4-EXCLUDED_RULE_VIOLATION,B076R6W15B,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Honk Again I Didn't Hear You! Magnet Decal, 3x8 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Honk Again I Didn't Hear You! Car Magnet 3x8 Inch,49,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
4-EXCLUDED_RULE_VIOLATION,B076RDR2H4,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Honk Again Feel Better Now? Magnet Decal, 3x8 Inches Heavy Duty Automotive Magnet for Car Truck SUV",Honk Again Feel Better Now? Car Magnet 3x8 Inch,47,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: ?,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
4-EXCLUDED_RULE_VIOLATION,B076RC4THG,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Honk Again I Dare You! Magnet Decal, 3x8 Inches Heavy Duty Automotive Magnet for car Truck SUV",Honk Again I Dare You! Car Magnet 3x8 Inch,42,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
4-EXCLUDED_RULE_VIOLATION,B0FGFPKZPW,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template; no size detected in original title; some original keywords not carried over","Magnet Me Up Mont Saint?Michel Magnet - France Souvenir Magnet Decal 5? Round for Fridge, Office, Travel D cor - Full?Co","Mont Saint?Michel Magnet, Made in USA",37,"Heavy duty magnet, full color UV printed, made to order",SKIPPED_VALIDATION,prohibited chars in title: ?,,"Mont Saint- Michel 5"" Car Magnet, Made in USA","Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, souvenir gift"
4-EXCLUDED_RULE_VIOLATION,B07CZVYGQ7,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up Vegan! All Natural Colors Oval Magnet Decal, 4x6 Inches, Heavy Duty Automotive Magnet for Car Truck SUV",Vegan! All Natural Colors Oval Car Magnet 4x6 Inch,50,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,prohibited chars in title: !,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
4-EXCLUDED_RULE_VIOLATION,B09D8JN3WZ,General Magnet,0,"generic family: design name auto-extracted, not from a keyword-validated template","Magnet Me Up She Believed that She Could So She Did Oval Magnet Decal, 4x6 Inches, Heavy Duty Automotive Magnet for Car",She Believed that She Could So She Did Oval Car Magnet 4x6 Inch,63,"Heavy duty magnetic decal for car, truck, SUV, fridge or any magnetic surface",SKIPPED_VALIDATION,word repeated \>2x: she,,,"Heavy-duty magnetic decal for car, truck, SUV, fridge or any magnetic surface, made in USA"
